Feature,Importance
Delta_MaxAbsCharge,0.19141531865795303
MinAbsEStateIndex_2,0.13582294678584833
Inv_T,0.13576077840379094
MaxAbsEStateIndex_2,0.11063933199315273
MaxPartialCharge_1,0.10802518070403565
VSA_EState3_2,0.09744561806184888
Kappa3_1,0.08814992691620671
PEOE_VSA8_1,0.06704088818621003
PEOE_VSA8_2,0.06570001029095383
