AvalonFP1,MolWt1,logP1,TPSA1,AvalonFP2,MolWt2,logP2,TPSA2,Similarity,χ-result
00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,1,1.04
00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,1,1.04
00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,11000011011001010111100000101000001111000100000000100001001010100001000001000100010011001100101000101000011000101000011011000000001000000010000111000010010001010010000000000000100001000000011000100000000000000000000000011110110000100010011100111100000110000111100100110000001101001110000111000110011010011111000000111000100011001000011000100011011011111011010100000001001000000000010001000101110011011101000111111010010010010110000010001000000011000000010100001000101001011101001100000110110110000001011001011001,391.0095172,1.3918,91.19,0.048387097,-0.04
00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,11000001011001010111100000101000001110000100000000100101001110101101000001000100000011001000001000101000001000101000011010000000001000000010000111000010010001010110000000000000100001000000011000100000000000000010010100011110110000100010010100111100000110000010100100111000001101001100000111000110011011011101000000110100100011001000001000000001011011111010000100000011001000000000010001000100100011011101000001110011010010010000000010001000010011000000010100001000001001011001001100000010110110000001011001011001,291.0159043,0.1212,91.19,0.052325581,-0.04
00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18.01056468,-0.8247,31.5,0,-0.04
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,0.36,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,0.347826087,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,01000000000001000011000000010000000000000000000000000000001000010001000000000000000000000001000000011000010000000000000000000000000000000010000000010000001001000000000000001000000001000000110000001000001000000000000000000000000000000000000000000000000000000011000000010000000001001000000000001100010000010100010000100000000000000000001000000111000000011000000000000000000010000000010000000000110000000000000000000000000000000000000000001000000000001000000110000000100000011000000000000000000000001000000001000000,183.0121387,1.2025,57.2,0.298245614,0.68
00000000001000010010000000000000000100000000000000000000001000000001000000000000000000000000000000000000010000000010100001000000000000000000000000000000010000000000000000000000000001000000010000010000000000000000000000000010000000000000000000000000000000000010000000000000001000100000000000000000001000000000000000000000000110010000001001001000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000100000010000001000000000001000000,128.0837296,1.5157,26.3,00000000001000010000000000000000001100000000000000000000000000000001000000000000000001000000000000000000010000000000100001000000000000000010000000001000001001000000100000000000000001000000010000011000000000000000000001000000001000000001000000000000000000000010000000000000000000100000000000000100000000000100000000000000000100010000001000001101000000010000000000000000000000010000000000000010000000000000000000000000000000000000000000001000000000001000000100000100100000000000000100000000000001000000000010000000,176.0837296,2.3059,26.3,0.388888889,-242.528
00000010001000000000010000100000000000000000000000000000000000000001000000000000100000000000000000000000000000000000100001000000000000000000000000000000001100000000000000000000000000000000000000000010010000000000100000000010000000000001000000000000001000000100001000000000000000000000000000000000000000000000000000000000000100000110001000001000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000010000000000000010100000000000000000100000000001001000000001000000000,90.03169405,-0.5482,57.53,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,0.024390244,26202.68
00000000000001010100000000000000001000000100000000000000001000010001000000000000000001000000000000000000100000000000100000000000000000000010000000000000010001000000000000000000100000000000000000011000000000000000000001000010001000000000000000000000000100000000000000000000000000000000000000000100000000000100000000000000001000000000001100001101000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000100000001100000000000000100000000100000000000000000000000,222.0892089,2.04,52.6,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,0.020408163,279663.4
00000000000001010100000000000000001000000100000000000000001000010001000000000000000001000000000000000000000000000010100001000000000000000010000000000000010001000000000000000000000000000000000000011000000000000000000001000010001000000000000000000000000100000000000000000000001000000000000000000100000000000100000000000000001110000000001101001101000000010000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000100000000000000100000010100000000000000000000000,278.1518092,3.6004,52.6,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,0.038461538,139533.64
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000001010000000000000000000000000000000000000000000000001000000000000010000001000000000000000000000000000100000000000000000000010000001000000000001000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000100000010000000000010000000000100000000000100001000001100000000000001000010010000000000000101000000110000000000000000001000010000100000000000000000010000000000000000000000000000000000001000000000000000000000000000100000000000000000000000100010000000010001000000,105.0578492,1.7246,12.89,0.5,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.146341463,0.68
00000000000000000010000000000000000100000000000001000000010000000001000000000000000000100000010000000000000000000000000000000100000000000100000000000000000000000000000000000000000101000000010000000000000000000000000000001000000000000000000000000000000001000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000001000000000010000000000001000000000000000001000000000000000000000000000000001000000,93.03452694,0.5529,26.02,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18.01056468,-0.8247,31.5,0.037037037,-0.0513
00000000001000000010000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000001000000010000000010000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000010110001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000001000000000001000000,72.02112937,0.257,37.3,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18.01056468,-0.8247,31.5,0.090909091,0.505
00000000001000010010000000000000000100000100000000100000000000000001000000000000100010000000000000000000010000001000000000000000000000000000000000000000001000000000000000001000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001100010000000000000000000010011000000000001000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000001000000,99.06841391,0.2606,20.31,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,28.03130013,0.8022,0,0.275862069,91305.89
10000100001001011110000000010000001010000001000000000000000000000101000000000000010010001001001000000000100000000000010000000000000000000010000001001000001001000000000000000000100001000000000000001010010000000000000000011000100100000010000000100000000000000010000100010000011001000100000000001110011000011101010000000000000011000000000010000001010000000000100000000000000001000000011001000101100001000100000000010110000000000000000001001000000000000000000000000000000000010000010000000010101000000000000011010000,168.0972715,3.8709,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.069306931,0.39
10000100001001011110000000010000001010000001000000000000000000000101000000000000010010001001001000000000100000000000010000000000000000000010000001001000001001000000000000000000100001000000000000001010010000000000000000011000100100000010000000100000000000000010000100010000011001000100000000001110011000011101010000000000000011000000000010000001010000000000100000000000000001000000011001000101100001000100000000010110000000000000000001001000000000000000000000000000000000010000010000000010101000000000000011010000,252.1911719,6.2115,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.069306931,-0.38
00000000000000000010000100000000001001000000000000100000000000000001000000000000000000000000000000001000000000001000000000000000000000000010000000000000010001000000000000000000000001000100010000001000000000000000000000000010000000000000000000000000000000000010000000100000000000000000000001000100001000010100000000000000000010011000000000000101000010010010000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000010100000000000000000000010000000000000000001000000,189.1517496,3.1714,3.24,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,0.552631579,0.033
00000000001000010010000000000000000100000100000000100000000000000001000000000000100010000000000000000000010000001000000000000000000000000000000000000000001000000000000000001000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001100010000000000000000000010011000000000001000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000001000000,99.06841391,0.2606,20.31,00000000000000000010000100000000001001000000000000100000000000000001000000000000000000000000000000001000000000001000000000000000000000000010000000000000010001000000000000000000000001000100010000001000000000000000000000000010000000000000000000000000000000000010000000100000000000000000000001000100001000010100000000000000000010011000000000000101000010010010000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000010100000000000000000000010000000000000000001000000,189.1517496,3.1714,3.24,0.264150943,91305.89
00000000001000010010000000000000000100000100000000100000000000000001000000000000100010000000000000000000010000001000000000000000000000000000000000000000001000000000000000001000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001100010000000000000000000010011000000000001000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000001000000,99.06841391,0.2606,20.31,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,0.25,91305.89
00000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000010000000000000000000000000000000000000000000010000000000000000000000010000000010000000000000000000000000000000000000000000000000000001000011000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,64.0124565,1.3966,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.181818182,-0.295
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000010100001011000001000000000001000100100000001100011000100000001000000000000010000000000000010000000000010000010010000000000000010000000000001000010010001000100000000000000000001001010000001001000010101001000000000000001100100000000001000000000001000000001000100100000011000101100000111000100000000001100000000010001000000001000001001000000100010010010100000100100100100010000011011001000000000001000000000001000011000000000100000001000101000000001000000000000100000000010001000000000101000000001001000000000,120.0575149,2.48744,13.14,0.099009901,0.68
00000000001000000010000000000000000100000000100001000000000010000001000000000000000010100000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000101000000010000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000001100000000000000000000000000010000000000000000000000000000000000000010000000010000000000000000000000000000000000100000000000000000001000000000010010000000000000000000000000001000100000000000000001000000000001000000,71.03711378,-0.3423,43.09,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18.01056468,-0.8247,31.5,0.032258065,0.47
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,0.36,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,0.347826087,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,0,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000010001000000000010000100000000000000000000000000000000000000001000000000000100000000000000000000000000000000000100001000000000000000000000000000000001100000000000000000000000000000000000000000010010000000000100000000010000000000001000000000000001000000100001000000000000000000000000000000000000000000000000000000000000100000110001000001000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000010000000000000010100000000000000000100000000001001000000001000000000,90.03169405,-0.5482,57.53,0.039215686,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,0.36,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.146341463,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,42.04695019,1.1923,0,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,33.01405328,0.74749,0,0.083333333,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000001010000000000000000000000000000000000000000000000001000000000000010000001000000000000000000000000000100000000000000000000010000001000000000001000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000100000010000000000010000000000100000000000100001000001100000000000001000010010000000000000101000000110000000000000000001000010000100000000000000000010000000000000000000000000000000000001000000000000000000000000000100000000000000000000000100010000000010001000000,105.0578492,1.7246,12.89,0.5,0.68
00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,01000000000000100000000000000000000000000000000000000000000000000001010000000000000000000000010001000000000000000000100000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,117.9143831,1.9864,0,0.054054054,1.499
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,01000000000000100000000000000000000000000000000000000000000000000001010000000000000000000000010001000000000000000000100000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,117.9143831,1.9864,0,0.03030303,0.68
