AvalonFP1,MolWt1,logP1,TPSA1,AvalonFP2,MolWt2,logP2,TPSA2,Similarity,χ-result
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000010000000000000000000000000000000000000000100000000000000010000000100000000000000000001000000100001000000100010000000000000010010100001000000101000000010000001000000100000000010000000000000000000000000000000000000000000000000000000000001000001000000000000100000000100000000000001000000000000000000000000001000000,120.0575149,2.0352,20.23,0.65625,0.68
00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000100001000010000000000000000000000,44.02621475,0.0166,12.53,00000000001000010010000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000001000000000000000000000000001000000010000010000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000001000000000000000000000000010011000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000001000000,86.03677943,0.3454,26.3,0.027777778,-0.04
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,54.04695019,1.3584,0,00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,0,0.399
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000,68.06260026,1.7485,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,84.09390038,2.3406,0,0,0.394
00000000000000000010000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000100000000000000001000000010000001000000000110000000000000000000000000000000000000000000000000010000000100000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000100000110000000000100000000000000000000000000000000001000010000000000000100000000100000000000001000000000000000000000000001000000,160.1252005,3.6271,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.16,12283.736
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000001000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000000010000000001000100000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100010110001000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000010001000000000000100000000000000000000000000000001000000000000000000,86.03677943,0.6471,37.3,0.139534884,0.68
00000000001000000010000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000001000000010000000010000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000010110001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000001000000000001000000,72.02112937,0.257,37.3,00000000001000000010000000000000000100000000100001000000000010000001000000000000000010100000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000101000000010000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000001100000000000000000000000000010000000000000000000000000000000000000010000000010000000000000000000000000000000000100000000000000000001000000000010010000000000000000000000000001000100000000000000001000000000001000000,71.03711378,-0.3423,43.09,0.388888889,0.505
00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,10000100001001011110000000010000001010000001000000000000000000000101000000000000010010001001001000000000100000000000010000000000000000000010000001001000001001000000000000000000100001000000000000001010010000000000000000011000100100000010000000100000000000000010000100010000011001000100000000001110011000011101010000000000000011000000000010000001010000000000100000000000000001000000011001000101100001000100000000010110000000000000000001001000000000000000000000000000000000010000010000000010101000000000000011010000,168.0972715,3.8709,0,0.120879121,1.04
01000000000000100000000000000000000000000000000000000000000000000001010000000000000000000000010001000000000000000000100000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,117.9143831,1.9864,0,10000100001001011110000000010000001010000001000000000000000000000101000000000000010010001001001000000000100000000000010000000000000000000010000001001000001001000000000000000000100001000000000000001010010000000000000000011000100100000010000000100000000000000010000100010000011001000100000000001110011000011101010000000000000011000000000010000001010000000000100000000000000001000000011001000101100001000100000000010110000000000000000001001000000000000000000000000000000000010000010000000010101000000000000011010000,168.0972715,3.8709,0,0.010638298,0.99
00001000000000010000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000010010001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000001000000100000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000,72.05751488,0.7968,9.23,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,0,1.04
01000000000000100000000000000000000000000000000000000000000000000001010000000000000000000000010001000000000000000000100000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,117.9143831,1.9864,0,00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,0.03030303,0.99
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,10000100001001011110000000010000001010000001000000000000000000000101000000000000010010001001001000000000100000000000010000000000000000000010000001001000001001000000000000000000100001000000000000001010010000000000000000011000100100000010000000100000000000000010000100010000011001000100000000001110011000011101010000000000000011000000000010000001010000000000100000000000000001000000011001000101100001000100000000010110000000000000000001001000000000000000000000000000000000010000010000000010101000000000000011010000,168.0972715,3.8709,0,0.157303371,0.68
00000000000000000010000000000000000000000000000000000000000000000001010000000000000000000000000100000000000000000000000000000000000000000010000000000001010001000000000000000000000001000001000000001000000000000000000000000000000000000000000000010000000000010010000000000000001000000000000000000100000000000100000000000000000010000000000000000101000000010000000000000000000000000000000010000010100000000000100000000000100000001000001000000000000010000000000100001000100000000010010000000000001010000000000001000000,176.102127,3.5772,0,00000010001000000000010000100000000000000000000000000000000000000001000000000000100000000000000000000000000000000000100001000000000000000000000000000000001100000000000000000000000000000000000000000010010000000000100000000010000000000001000000000000001000000100001000000000000000000000000000000000000000000000000000000000000100000110001000001000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000010000000000000010100000000000000000100000000001001000000001000000000,90.03169405,-0.5482,57.53,0.045454545,15295.385
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.146341463,0.68
00000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000001000000010000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100001000000100000000000000000010010000000000000101000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000001000000,104.0626003,2.3296,0,00001000000000010000000000000000001000000000000000000000001100000001000000000000010000000000000000000000000000000010100001000000000000000000000000000000000001000000000010000000000000000000000000010000000000000000000000000010000000000101000000000000000000000001010000000000000000000100000000000000000000001000000000000000000100000000001000001000000000000000100000000001000000000000001000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000100000010101000000000000000000010,114.0680796,1.1036,26.3,0.038461538,0.68
00000000000000000010000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000001000000000000000000000000010010000000000000100000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000001000010000000000000100000000000000000000000000000000000000000000000001000000,110.1095504,2.7527,0,00000000001000010000000000000000000100000000000000000000000000000001000000000000000000000000000000000000010000000000100001000000000000000000000000001000001000000000100000000000000001000000010000010000000000000000000000000000000000000001000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100011000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000001001000000000100000000000000000000000000000001000000000000000000,100.0524295,0.7355,26.3,0.162162162,43052.698
