gen,max_r2,avg_r2,std_r2,best_n_features,elapsed_sec
0,0.10771194183837078,-24552.395692080758,244288.81649279137,30,12.245429039001465
1,0.13112617211157382,-0.2962748740047853,0.4779466628496535,17,0.7089741230010986
2,0.13507919656466846,-0.1464646696549108,0.41849069029909175,24,0.9873738288879395
3,0.1564702278768548,-0.0515588938084509,0.3536594794853313,22,0.8553891181945801
4,0.17230544462496558,-0.0011802316245637836,0.31642664806583803,26,1.0329608917236328
5,0.1837228594758428,0.020800923640335926,0.3230798813525169,29,1.0195980072021484
6,0.19271671203125493,-0.020459936701284466,0.3967776955887364,20,0.9264545440673828
7,0.19461015032585713,-0.041763878776987354,0.43434004863646436,27,1.049137830734253
8,0.19387633930093395,0.015999286920545655,0.3931754576093432,27,0.9877376556396484
9,0.20175350714340182,-27353.658717714818,191710.87432732456,26,0.9734997749328613
10,0.20352934479436943,0.019927818784533778,0.4116576903820462,26,0.9727277755737305
11,0.20732925799964916,0.048077934589400684,0.3871604111189078,25,0.8128452301025391
12,0.20743275677874706,0.11164911878470972,0.30504442949135535,21,1.0690953731536865
13,0.2104319794053169,0.0785503614444627,0.35962294347136875,20,1.0943429470062256
14,0.2104319794053169,0.022795875391374686,0.42967996160941924,20,0.8518884181976318
15,0.21099823502165502,0.08478314393489393,0.3616210087109383,24,0.9536724090576172
16,0.21371954826136186,0.08443206368177666,0.36195381654709025,26,1.047584056854248
17,0.2146300102754227,0.07323073853554418,0.37785600848055567,22,1.0956666469573975
18,0.21552607137270244,0.10048407931194962,0.34612914837168196,29,1.0390515327453613
19,0.2162208368716787,0.01781381191271841,0.44422393323878795,27,0.9410250186920166
20,0.21712574638522267,0.03150179046136328,0.4333204448883293,26,0.8985812664031982
21,0.21712574638522267,-0.0286029668157391,0.48569956745086046,26,0.7232465744018555
22,0.216348754870485,0.09333716816951675,0.364446737915423,26,0.9228940010070801
23,0.21712584534358603,0.008625974963371686,0.45647426357130166,21,0.9286870956420898
24,0.21716403215181002,0.008326984620175264,0.45638548715868027,25,0.8974306583404541
25,0.21716391743003538,-410.84760557336676,4087.8118645731406,25,0.8211789131164551
26,0.21716397749149938,-0.014530883382864528,0.47728487715827234,25,0.7555551528930664
27,0.21716397749149938,0.07044501032119797,0.39529750549519344,25,1.052077293395996
28,0.21716403010592886,0.0341727033170708,0.43444679598741,25,1.0062403678894043
29,0.2171640417942274,0.07107245505083692,0.3955198300683049,29,0.8810911178588867
30,0.21716397751942393,0.033941157370557015,0.4343586852156076,29,0.8054039478302002
31,0.2171640412117308,-409.22819288260433,4071.5805393865003,29,0.8961842060089111
32,0.21716405338743403,0.046752611996376994,0.4223367308613918,24,0.9737131595611572
33,0.21716405338743403,0.010215429705309977,0.4571929326422828,24,0.9155178070068359
34,0.21716406077704142,-0.014619463232759405,0.4772507718120738,25,1.0219573974609375
35,0.21716406077704142,-66.33267675657416,660.4491628411126,25,0.9178612232208252
36,0.21716406082434866,0.058624512646864704,0.4092251297179179,23,0.9281318187713623
