seed,val_loss,R2,MAE,RMSE
42,0.17657968401908875,0.6352825975139984,0.2405152468462401,0.3656855355931232
52,0.1794782131910324,0.5918294328331749,0.26232005992967256,0.38685693073605026
62,0.17466598749160767,0.6493085221546784,0.23995060045805414,0.3585850222340585
72,0.1735886037349701,0.6389080609480136,0.2451327358031841,0.36386345262500025
82,0.17754927277565002,0.6393903055851751,0.2460988619593855,0.3636203984259496
