Feature,Importance
MinAbsPartialCharge_2,0.15901481503169002
Inv_T,0.12118462829908883
SMR_VSA5_1,0.11408161258912938
MinAbsEStateIndex_1,0.107987234699588
Chi2v_2,0.10081375560926453
MolLogP_2,0.0981316605982355
fr_C_O_1,0.09424617452195506
NumHDonors_2,0.07204725563876631
Delta_CSP3,0.06964292170120803
SMR_VSA6_1,0.06284994131107444
