Feature,Importance
Delta_MaxAbsCharge,0.27591422251268005
VSA_EState3_2,0.13705218545194328
SMR_VSA5_2,0.11098789500257261
MinAbsPartialCharge_1,0.10669594296469202
Inv_T,0.10382943271879182
BCUT2D_MWLOW_1,0.08448303941418675
VSA_EState1_1,0.06267003085694672
Delta_MolMR,0.06051460842977464
HeavyAtomMolWt_2,0.05785264264841222
