iteration,test_r2,best_val_loss,epochs,failed,real_test_r2
60,-0.0859188501167838,0.6211393475532532,52,0,0.6979362178753028
61,-0.1350113305182672,0.6309675574302673,74,0,0.6979362178753028
62,-0.11830142013952405,0.6126108169555664,91,0,0.6979362178753028
63,-0.11746806313969071,0.6305830478668213,50,0,0.6979362178753028
64,-0.11333260960796632,0.6134091019630432,66,0,0.6979362178753028
65,-0.07072551123546433,0.6179120540618896,74,0,0.6979362178753028
66,-0.12871498996371522,0.6183279752731323,48,0,0.6979362178753028
67,-0.09997996381107765,0.6251228451728821,57,0,0.6979362178753028
68,-0.11736435250774013,0.6123040318489075,71,0,0.6979362178753028
69,-0.14478978450151225,0.6098113059997559,77,0,0.6979362178753028
70,-0.14178036947822248,0.6202975511550903,78,0,0.6979362178753028
71,-0.12549770127660476,0.6162827014923096,74,0,0.6979362178753028
72,-0.13916144361542626,0.618800699710846,54,0,0.6979362178753028
73,-0.10203990518115691,0.617715060710907,75,0,0.6979362178753028
74,-0.16073178792105436,0.6144828796386719,69,0,0.6979362178753028
75,-0.16280752921742092,0.6096919178962708,73,0,0.6979362178753028
76,-0.16883210816846117,0.6047334671020508,66,0,0.6979362178753028
77,-0.09159387532979157,0.6103702783584595,63,0,0.6979362178753028
78,-0.09147083751047469,0.6141095757484436,86,0,0.6979362178753028
79,-0.11427651150873142,0.6215183734893799,69,0,0.6979362178753028
80,-0.06628787122942481,0.6196914315223694,66,0,0.6979362178753028
81,-0.09367700847867821,0.6086551547050476,77,0,0.6979362178753028
82,-0.1328800096130207,0.6193172931671143,85,0,0.6979362178753028
83,-0.12809667682959858,0.6115716099739075,73,0,0.6979362178753028
84,-0.09755594803946921,0.613219678401947,76,0,0.6979362178753028
85,-0.09193459864368436,0.6238200664520264,66,0,0.6979362178753028
86,-0.06576905424918422,0.617978036403656,63,0,0.6979362178753028
87,-0.09561615150814928,0.6067193746566772,82,0,0.6979362178753028
88,-0.08468036351412378,0.614120364189148,75,0,0.6979362178753028
89,-0.10026107823427699,0.6204352974891663,85,0,0.6979362178753028
90,-0.13268077820117075,0.611251950263977,76,0,0.6979362178753028
91,-0.10588956758945556,0.6140627264976501,88,0,0.6979362178753028
92,-0.07475820790494847,0.6119301319122314,73,0,0.6979362178753028
93,-0.1689710074691133,0.6157526969909668,61,0,0.6979362178753028
94,-0.046784733386576516,0.6057424545288086,77,0,0.6979362178753028
95,-0.12665937807673133,0.6234498620033264,74,0,0.6979362178753028
96,-0.0995043891569769,0.6113307476043701,69,0,0.6979362178753028
97,-0.09405310737125894,0.6148491501808167,70,0,0.6979362178753028
98,-0.16788974841144766,0.6216928958892822,79,0,0.6979362178753028
99,-0.1135292544499833,0.609273374080658,93,0,0.6979362178753028
100,-0.11242906148511489,0.6231266260147095,53,0,0.6979362178753028
