Feature,Importance
VSA_EState3_2,0.5188814149641955
Inv_T,0.4956905992301839
Delta_MaxAbsCharge,0.4715699668499801
MaxPartialCharge_1,0.46672241419063365
MaxAbsEStateIndex_2,0.40537855561953606
PEOE_VSA8_2,0.325292957462315
MinAbsEStateIndex_2,0.324203723292342
PEOE_VSA8_1,0.290703119018523
Kappa3_1,0.12464372216610194
